Member_number,Date,productId,items,productName,price,order_value
1466,01-12-2015,4,1,other vegetables,0.8,0.8
4185,16-01-2015,45,2,curd,9.8,19.6
1889,09-02-2015,119,1,long life bakery product,9.9,9.9
3396,14-05-2015,129,1,mayonnaise,1.8,1.8
3412,26-01-2015,4,1,other vegetables,0.8,0.8
3321,13-07-2015,27,2,coffee,8.5,17.0
3484,21-11-2015,2,1,whole milk,1.8,1.8
1937,17-10-2015,25,1,canned beer,1.1,1.1
2101,20-12-2015,75,2,frozen vegetables,2.5,5.0
4006,18-12-2015,11,3,butter,3.2,9.600000000000001
3732,18-07-2015,22,3,root vegetables,1.8,5.4
1276,28-04-2015,2,3,whole milk,1.8,5.4
4916,01-03-2015,21,2,hamburger meat,12.3,24.6
2040,06-04-2015,73,2,oil,3.4,6.8
2255,01-05-2015,102,3,cookware,4.6,13.799999999999999
1239,25-07-2015,18,1,yogurt,2.2,2.2
4992,20-06-2015,4,3,other vegetables,0.8,2.4000000000000004
3225,12-06-2015,4,2,other vegetables,0.8,1.6
2421,21-11-2015,7,1,citrus fruit,1.5,1.5
3303,25-01-2015,7,1,citrus fruit,1.5,1.5
3455,13-09-2015,22,2,root vegetables,1.8,3.6
1484,07-10-2015,38,1,soda,0.8,0.8
3591,11-05-2015,7,3,citrus fruit,1.5,4.5
4613,17-05-2015,20,2,brown bread,0.8,1.6
1676,11-10-2015,2,2,whole milk,1.8,3.6
1259,21-11-2015,40,2,grapes,9.4,18.8
3930,12-07-2015,22,2,root vegetables,1.8,3.6
3995,26-06-2015,38,1,soda,0.8,0.8
1038,14-12-2015,74,2,whipped/sour cream,5.5,11.0
4794,06-09-2015,5,2,rolls/buns,1.2,2.4
3960,21-09-2015,2,1,whole milk,1.8,1.8
3077,05-01-2015,2,2,whole milk,1.8,3.6
1161,14-03-2015,18,1,yogurt,2.2,2.2
1800,16-04-2015,17,1,bottled water,0.5,0.5
1717,09-11-2015,5,2,rolls/buns,1.2,2.4
1888,06-06-2015,8,3,beef,19.5,58.5
2138,04-03-2015,56,2,white wine,14.2,28.4
1866,13-02-2015,53,3,specialty chocolate,18.8,56.400000000000006
4745,29-09-2015,5,1,rolls/buns,1.2,1.2
1269,12-09-2015,61,3,liquor,8.5,25.5
4721,15-06-2015,25,2,canned beer,1.1,2.2
2885,22-03-2015,2,2,whole milk,1.8,3.6
1435,24-04-2015,18,3,yogurt,2.2,6.6000000000000005
1887,03-02-2015,54,2,condensed milk,3.5,7.0
4776,26-03-2015,50,3,bottled beer,1.8,5.4
4313,16-05-2015,26,1,berries,10.8,10.8
3545,28-08-2015,74,3,whipped/sour cream,5.5,16.5
2307,12-03-2015,40,3,grapes,9.4,28.200000000000003
1215,18-01-2015,4,3,other vegetables,0.8,2.4000000000000004
1428,18-01-2015,3,3,pip fruit,3.0,9.0
4297,27-10-2015,7,1,citrus fruit,1.5,1.5
1812,14-10-2015,128,1,soft cheese,7.2,7.2
2217,02-12-2015,1,1,tropical fruit,7.803532318,7.803532318
2378,15-04-2015,23,3,pork,7.2,21.6
2397,23-06-2015,3,1,pip fruit,3.0,3.0
3419,20-08-2015,22,2,root vegetables,1.8,3.6
4131,29-03-2015,64,1,UHT-milk,2.1,2.1
2220,04-08-2015,38,3,soda,0.8,2.4000000000000004
3870,21-03-2015,22,2,root vegetables,1.8,3.6
1483,14-06-2015,25,3,canned beer,1.1,3.3000000000000003
3449,29-11-2015,38,2,soda,0.8,1.6
1959,13-12-2015,24,3,pastry,3.1,9.3
4825,17-01-2015,20,3,brown bread,0.8,2.4000000000000004
3289,02-05-2015,45,2,curd,9.8,19.6
1256,29-08-2015,37,1,herbs,6.5,6.5
3369,23-03-2015,8,2,beef,19.5,39.0
2191,25-10-2015,2,2,whole milk,1.8,3.6
4645,06-12-2015,21,2,hamburger meat,12.3,24.6
3818,08-08-2015,35,2,sugar,1.2,2.4
3857,04-11-2015,2,2,whole milk,1.8,3.6
3651,31-07-2015,16,3,butter milk,6.1,18.299999999999997
3689,29-07-2015,2,3,whole milk,1.8,5.4
2361,03-10-2015,4,1,other vegetables,0.8,0.8
2513,15-12-2015,39,1,detergent,5.5,5.5
2110,29-07-2015,1,2,tropical fruit,7.803532318,15.607064636
4895,21-07-2015,2,1,whole milk,1.8,1.8
2756,31-07-2015,5,1,rolls/buns,1.2,1.2
1960,09-01-2015,5,2,rolls/buns,1.2,2.4
3924,29-10-2015,22,3,root vegetables,1.8,5.4
3020,27-08-2015,12,3,fruit/vegetable juice,2.1,6.300000000000001
4531,10-08-2015,20,1,brown bread,0.8,0.8
4901,14-02-2015,2,3,whole milk,1.8,5.4
3787,24-09-2015,3,3,pip fruit,3.0,9.0
3688,24-09-2015,1,1,tropical fruit,7.803532318,7.803532318
4717,10-04-2015,18,2,yogurt,2.2,4.4
2210,25-09-2015,2,1,whole milk,1.8,1.8
4152,29-05-2015,83,1,white bread,0.3,0.3
4507,18-06-2015,24,1,pastry,3.1,3.1
1118,13-05-2015,5,2,rolls/buns,1.2,2.4
4953,07-05-2015,2,2,whole milk,1.8,3.6
4417,21-01-2015,1,2,tropical fruit,7.803532318,15.607064636
2358,15-12-2015,10,2,chicken,7.2,14.4
3122,05-02-2015,19,1,sausage,3.1,3.1
3920,10-05-2015,70,3,margarine,3.5,10.5
4592,08-12-2015,23,1,pork,7.2,7.2
1326,09-11-2015,8,2,beef,19.5,39.0
3729,29-11-2015,15,3,specialty bar,5.2,15.600000000000001
2627,31-10-2015,4,1,other vegetables,0.8,0.8
3393,07-11-2015,24,3,pastry,3.1,9.3
4302,03-08-2015,125,2,instant coffee,4.9,9.8
1734,15-02-2015,74,3,whipped/sour cream,5.5,16.5
3635,26-02-2015,40,3,grapes,9.4,28.200000000000003
3232,18-12-2015,4,2,other vegetables,0.8,1.6
2805,18-04-2015,13,3,packaged fruit/vegetables,3.5,10.5
2214,19-01-2015,32,1,red/blush wine,12.2,12.2
4725,02-12-2015,2,3,whole milk,1.8,5.4
4975,02-11-2015,2,1,whole milk,1.8,1.8
3393,23-02-2015,66,3,onions,1.3,3.9000000000000004
4456,08-08-2015,27,3,coffee,8.5,25.5
4744,29-08-2015,2,2,whole milk,1.8,3.6
1264,30-07-2015,4,2,other vegetables,0.8,1.6
3104,18-05-2015,18,1,yogurt,2.2,2.2
4966,25-01-2015,13,2,packaged fruit/vegetables,3.5,7.0
4183,15-01-2015,2,2,whole milk,1.8,3.6
3786,10-02-2015,24,2,pastry,3.1,6.2
3299,28-02-2015,17,2,bottled water,0.5,1.0
1656,07-07-2015,51,2,dessert,1.15,2.3
4753,05-03-2015,35,1,sugar,1.2,1.2
2857,18-04-2015,1,1,tropical fruit,7.803532318,7.803532318
3692,18-10-2015,41,2,processed cheese,6.4,12.8
2613,23-08-2015,103,2,semi-finished bread,1.1,2.2
3509,08-07-2015,3,1,pip fruit,3.0,3.0
3048,06-10-2015,5,3,rolls/buns,1.2,3.5999999999999996
1160,21-08-2015,8,1,beef,19.5,19.5
2629,26-04-2015,2,3,whole milk,1.8,5.4
1444,06-06-2015,145,2,syrup,4.3,8.6
2578,01-12-2015,22,2,root vegetables,1.8,3.6
4184,28-06-2015,38,1,soda,0.8,0.8
3201,27-11-2015,26,2,berries,10.8,21.6
3311,02-05-2015,22,3,root vegetables,1.8,5.4
4294,08-01-2015,75,3,frozen vegetables,2.5,7.5
2283,18-01-2015,36,1,frozen meals,9.7,9.7
3325,07-11-2015,22,3,root vegetables,1.8,5.4
3621,02-11-2015,69,1,domestic eggs,1.25,1.25
1968,03-10-2015,2,1,whole milk,1.8,1.8
3717,01-04-2015,18,3,yogurt,2.2,6.6000000000000005
4704,18-08-2015,21,3,hamburger meat,12.3,36.900000000000006
3904,11-05-2015,40,3,grapes,9.4,28.200000000000003
2336,07-10-2015,43,3,sparkling wine,12.5,37.5
3546,22-11-2015,4,3,other vegetables,0.8,2.4000000000000004
3797,23-08-2015,1,3,tropical fruit,7.803532318,23.410596954
4607,15-12-2015,70,3,margarine,3.5,10.5
4522,18-05-2015,38,2,soda,0.8,1.6
4695,13-10-2015,111,1,brandy,15.8,15.8
4919,30-03-2015,59,1,hard cheese,4.5,4.5
3289,15-03-2015,18,3,yogurt,2.2,6.6000000000000005
1200,26-09-2015,51,1,dessert,1.15,1.15
3789,06-09-2015,111,3,brandy,15.8,47.400000000000006
1289,08-11-2015,80,2,salty snack,0.5,1.0
2415,29-04-2015,27,1,coffee,8.5,8.5
1943,30-09-2015,2,1,whole milk,1.8,1.8
3685,26-08-2015,38,2,soda,0.8,1.6
3447,27-11-2015,58,2,ice cream,1.8,3.6
2164,08-10-2015,17,2,bottled water,0.5,1.0
4107,05-02-2015,95,1,frozen fish,5.8,5.8
2744,19-05-2015,128,1,soft cheese,7.2,7.2
1051,12-08-2015,38,2,soda,0.8,1.6
2087,09-04-2015,2,2,whole milk,1.8,3.6
1020,13-10-2015,113,2,spices,1.2,2.4
2443,12-01-2015,22,2,root vegetables,1.8,3.6
4911,07-01-2015,64,2,UHT-milk,2.1,4.2
3835,16-09-2015,2,3,whole milk,1.8,5.4
2363,22-05-2015,36,2,frozen meals,9.7,19.4
2344,19-04-2015,60,3,cream cheese ,6.3,18.9
3911,15-02-2015,51,1,dessert,1.15,1.15
1450,08-07-2015,50,1,bottled beer,1.8,1.8
3495,18-11-2015,76,3,sliced cheese,4.2,12.600000000000001
1625,27-11-2015,5,2,rolls/buns,1.2,2.4
3265,09-12-2015,14,1,chocolate,11.5,11.5
3247,01-11-2015,25,2,canned beer,1.1,2.2
1777,08-07-2015,16,2,butter milk,6.1,12.2
1862,05-09-2015,11,3,butter,3.2,9.600000000000001
2942,01-02-2015,20,1,brown bread,0.8,0.8
2932,22-01-2015,50,1,bottled beer,1.8,1.8
4049,01-08-2015,53,3,specialty chocolate,18.8,56.400000000000006
1954,06-08-2015,101,2,canned fish,2.1,4.2
2321,16-06-2015,69,2,domestic eggs,1.25,2.5
2930,23-03-2015,38,1,soda,0.8,0.8
3214,27-03-2015,25,3,canned beer,1.1,3.3000000000000003
4877,20-06-2015,20,3,brown bread,0.8,2.4000000000000004
1277,07-06-2015,18,2,yogurt,2.2,4.4
2239,13-12-2015,47,2,popcorn,2.4,4.8
4929,26-03-2015,50,3,bottled beer,1.8,5.4
1390,02-03-2015,4,1,other vegetables,0.8,0.8
1870,09-09-2015,38,2,soda,0.8,1.6
3405,03-04-2015,4,3,other vegetables,0.8,2.4000000000000004
2338,08-12-2015,80,3,salty snack,0.5,1.5
2051,11-09-2015,119,3,long life bakery product,9.9,29.700000000000003
3504,06-07-2015,36,1,frozen meals,9.7,9.7
3405,13-04-2015,5,2,rolls/buns,1.2,2.4
2512,02-09-2015,24,2,pastry,3.1,6.2
4038,06-11-2015,17,2,bottled water,0.5,1.0
1759,26-09-2015,4,1,other vegetables,0.8,0.8
2813,01-10-2015,2,2,whole milk,1.8,3.6
3055,18-08-2015,4,2,other vegetables,0.8,1.6
1733,18-03-2015,80,2,salty snack,0.5,1.0
1913,18-08-2015,45,2,curd,9.8,19.6
4864,27-03-2015,1,1,tropical fruit,7.803532318,7.803532318
4812,27-05-2015,45,3,curd,9.8,29.400000000000002
3042,05-10-2015,64,3,UHT-milk,2.1,6.300000000000001
4988,04-10-2015,15,2,specialty bar,5.2,10.4
4486,21-07-2015,23,2,pork,7.2,14.4
4069,03-05-2015,24,2,pastry,3.1,6.2
4600,14-07-2015,2,1,whole milk,1.8,1.8
3588,05-05-2015,146,2,ketchup,1.25,2.5
4175,29-01-2015,36,1,frozen meals,9.7,9.7
2599,30-07-2015,93,2,nuts/prunes,6.2,12.4
4671,15-07-2015,22,2,root vegetables,1.8,3.6
2270,09-06-2015,142,3,seasonal products,5.4,16.200000000000003
2494,05-05-2015,128,2,soft cheese,7.2,14.4
1406,28-12-2015,50,1,bottled beer,1.8,1.8
3910,18-12-2015,5,3,rolls/buns,1.2,3.5999999999999996
3358,21-02-2015,5,1,rolls/buns,1.2,1.2
1943,14-01-2015,151,3,cocoa drinks,2.1,6.300000000000001
1995,12-06-2015,22,1,root vegetables,1.8,1.8
4666,24-02-2015,70,3,margarine,3.5,10.5
1994,11-03-2015,2,1,whole milk,1.8,1.8
4892,09-01-2015,23,1,pork,7.2,7.2
3531,29-08-2015,77,2,dish cleaner,2.5,5.0
1148,15-04-2015,2,3,whole milk,1.8,5.4
1787,31-10-2015,14,3,chocolate,11.5,34.5
4215,31-05-2015,5,2,rolls/buns,1.2,2.4
2158,01-08-2015,2,1,whole milk,1.8,1.8
2510,29-09-2015,2,1,whole milk,1.8,1.8
3180,19-10-2015,5,3,rolls/buns,1.2,3.5999999999999996
3207,08-08-2015,33,1,frozen potato products,3.0,3.0
1226,12-11-2015,15,3,specialty bar,5.2,15.600000000000001
1682,25-06-2015,74,3,whipped/sour cream,5.5,16.5
1509,04-11-2015,64,1,UHT-milk,2.1,2.1
2364,21-06-2015,5,1,rolls/buns,1.2,1.2
4679,10-11-2015,3,1,pip fruit,3.0,3.0
4324,05-01-2015,24,2,pastry,3.1,6.2
3497,14-06-2015,20,3,brown bread,0.8,2.4000000000000004
1008,21-07-2015,18,1,yogurt,2.2,2.2
4572,29-10-2015,24,2,pastry,3.1,6.2
4030,04-07-2015,1,1,tropical fruit,7.803532318,7.803532318
2422,12-08-2015,1,3,tropical fruit,7.803532318,23.410596954
2694,24-11-2015,29,2,ham,15.2,30.4
3481,03-08-2015,22,3,root vegetables,1.8,5.4
3821,03-01-2015,24,1,pastry,3.1,3.1
3752,20-08-2015,19,1,sausage,3.1,3.1
3262,08-12-2015,50,1,bottled beer,1.8,1.8
1370,28-06-2015,83,2,white bread,0.3,0.6
1090,31-08-2015,53,2,specialty chocolate,18.8,37.6
3862,18-11-2015,52,2,dog food,12.6,25.2
4495,08-04-2015,43,2,sparkling wine,12.5,25.0
2492,01-11-2015,4,1,other vegetables,0.8,0.8
4688,01-08-2015,54,1,condensed milk,3.5,3.5
3633,14-07-2015,27,1,coffee,8.5,8.5
3709,08-08-2015,115,2,waffles,2.5,5.0
1220,09-02-2015,114,2,napkins,21.8,43.6
4236,25-11-2015,25,1,canned beer,1.1,1.1
3308,19-08-2015,2,1,whole milk,1.8,1.8
1183,12-06-2015,51,2,dessert,1.15,2.3
1999,24-08-2015,58,3,ice cream,1.8,5.4
4828,11-10-2015,25,1,canned beer,1.1,1.1
3608,12-10-2015,106,1,prosecco,20.1,20.1
3983,09-09-2015,26,1,berries,10.8,10.8
3460,24-07-2015,22,2,root vegetables,1.8,3.6
1703,21-02-2015,1,1,tropical fruit,7.803532318,7.803532318
3002,13-08-2015,36,1,frozen meals,9.7,9.7
4836,17-08-2015,29,1,ham,15.2,15.2
1561,05-06-2015,2,1,whole milk,1.8,1.8
4731,04-04-2015,18,1,yogurt,2.2,2.2
3812,13-11-2015,57,3,meat,8.5,25.5
2097,01-10-2015,18,3,yogurt,2.2,6.6000000000000005
4986,28-01-2015,75,1,frozen vegetables,2.5,2.5
4742,15-11-2015,7,1,citrus fruit,1.5,1.5
2502,15-04-2015,72,1,salt,0.7,0.7
1135,10-07-2015,71,1,shopping bags,5.12,5.12
2403,14-02-2015,14,2,chocolate,11.5,23.0
4234,17-07-2015,69,2,domestic eggs,1.25,2.5
4068,11-12-2015,3,2,pip fruit,3.0,6.0
2311,30-06-2015,73,3,oil,3.4,10.2
1353,21-01-2015,16,1,butter milk,6.1,6.1
3251,05-07-2015,11,2,butter,3.2,6.4
1748,08-03-2015,131,1,roll products ,8.6,8.6
1638,12-03-2015,59,1,hard cheese,4.5,4.5
2170,10-02-2015,7,3,citrus fruit,1.5,4.5
3903,06-02-2015,96,3,hygiene articles,7.5,22.5
1245,27-06-2015,38,2,soda,0.8,1.6
3237,28-06-2015,16,2,butter milk,6.1,12.2
1808,21-07-2015,5,3,rolls/buns,1.2,3.5999999999999996
2552,05-01-2015,1,3,tropical fruit,7.803532318,23.410596954
2300,19-09-2015,4,1,other vegetables,0.8,0.8
1187,12-12-2015,66,1,onions,1.3,1.3
3037,01-02-2015,4,2,other vegetables,0.8,1.6
4941,14-02-2015,7,2,citrus fruit,1.5,3.0
4501,08-05-2015,17,3,bottled water,0.5,1.5
3803,23-12-2015,7,2,citrus fruit,1.5,3.0
2762,20-03-2015,15,1,specialty bar,5.2,5.2
4119,12-02-2015,7,3,citrus fruit,1.5,4.5
1340,24-02-2015,5,1,rolls/buns,1.2,1.2
2193,14-04-2015,53,3,specialty chocolate,18.8,56.400000000000006
1997,21-07-2015,25,3,canned beer,1.1,3.3000000000000003
4546,03-09-2015,115,1,waffles,2.5,2.5
4736,21-07-2015,38,2,soda,0.8,1.6
1959,30-03-2015,128,2,soft cheese,7.2,14.4
1974,03-05-2015,36,2,frozen meals,9.7,19.4
2421,02-09-2015,18,2,yogurt,2.2,4.4
1513,03-08-2015,114,1,napkins,21.8,21.8
1905,07-07-2015,142,3,seasonal products,5.4,16.200000000000003
2810,08-09-2015,45,1,curd,9.8,9.8
2867,12-11-2015,10,2,chicken,7.2,14.4
3962,18-09-2015,27,2,coffee,8.5,17.0
1088,30-11-2015,4,1,other vegetables,0.8,0.8
4976,17-07-2015,1,3,tropical fruit,7.803532318,23.410596954
4056,12-06-2015,61,1,liquor,8.5,8.5
3611,13-02-2015,69,1,domestic eggs,1.25,1.25
1420,14-01-2015,145,1,syrup,4.3,4.3
4286,08-03-2015,89,3,spread cheese,2.5,7.5
4918,27-01-2015,12,1,fruit/vegetable juice,2.1,2.1
4783,22-10-2015,50,1,bottled beer,1.8,1.8
3709,26-10-2015,4,2,other vegetables,0.8,1.6
4289,08-10-2015,4,1,other vegetables,0.8,0.8
1559,03-10-2015,114,2,napkins,21.8,43.6
2900,11-04-2015,136,2,dishes,6.8,13.6
1905,21-02-2015,19,2,sausage,3.1,6.2
3527,29-09-2015,75,3,frozen vegetables,2.5,7.5
1495,09-01-2015,15,2,specialty bar,5.2,10.4
3558,03-04-2015,32,1,red/blush wine,12.2,12.2
3128,20-04-2015,15,1,specialty bar,5.2,5.2
1863,04-08-2015,60,2,cream cheese ,6.3,12.6
3841,19-07-2015,2,2,whole milk,1.8,3.6
3903,06-10-2015,5,1,rolls/buns,1.2,1.2
2658,16-10-2015,18,2,yogurt,2.2,4.4
4272,06-06-2015,40,3,grapes,9.4,28.200000000000003
1120,26-09-2015,159,2,rice,11.1,22.2
2676,15-08-2015,74,3,whipped/sour cream,5.5,16.5
1697,21-05-2015,75,3,frozen vegetables,2.5,7.5
2507,25-08-2015,38,3,soda,0.8,2.4000000000000004
4620,11-03-2015,4,2,other vegetables,0.8,1.6
3365,01-02-2015,2,3,whole milk,1.8,5.4
2978,05-06-2015,54,3,condensed milk,3.5,10.5
2910,28-07-2015,36,2,frozen meals,9.7,19.4
1061,05-09-2015,22,3,root vegetables,1.8,5.4
3276,03-04-2015,19,2,sausage,3.1,6.2
1326,19-06-2015,29,1,ham,15.2,15.2
3023,28-07-2015,50,3,bottled beer,1.8,5.4
2185,11-10-2015,25,2,canned beer,1.1,2.2
3552,16-06-2015,1,1,tropical fruit,7.803532318,7.803532318
1967,20-01-2015,20,3,brown bread,0.8,2.4000000000000004
4708,20-03-2015,11,3,butter,3.2,9.600000000000001
2874,15-02-2015,66,2,onions,1.3,2.6
4177,13-04-2015,40,1,grapes,9.4,9.4
1663,07-02-2015,11,2,butter,3.2,6.4
2632,02-03-2015,22,3,root vegetables,1.8,5.4
1377,14-03-2015,37,3,herbs,6.5,19.5
4162,22-12-2015,18,3,yogurt,2.2,6.6000000000000005
2270,01-07-2015,28,3,misc. beverages,1.2,3.5999999999999996
4829,03-11-2015,3,1,pip fruit,3.0,3.0
3811,14-04-2015,38,1,soda,0.8,0.8
4766,29-09-2015,50,2,bottled beer,1.8,3.6
2436,12-04-2015,4,2,other vegetables,0.8,1.6
3860,05-05-2015,50,2,bottled beer,1.8,3.6
4875,12-05-2015,20,3,brown bread,0.8,2.4000000000000004
1587,01-07-2015,18,2,yogurt,2.2,4.4
4038,08-07-2015,80,1,salty snack,0.5,0.5
4750,21-09-2015,11,2,butter,3.2,6.4
1199,10-12-2015,34,2,flour,2.1,4.2
1603,30-09-2015,74,1,whipped/sour cream,5.5,5.5
3111,31-01-2015,5,1,rolls/buns,1.2,1.2
3894,13-12-2015,60,3,cream cheese ,6.3,18.9
1456,18-09-2015,75,1,frozen vegetables,2.5,2.5
2022,04-03-2015,35,1,sugar,1.2,1.2
2505,30-11-2015,41,2,processed cheese,6.4,12.8
4851,20-12-2015,3,1,pip fruit,3.0,3.0
4293,04-08-2015,17,3,bottled water,0.5,1.5
2775,06-11-2015,2,2,whole milk,1.8,3.6
3693,18-02-2015,8,3,beef,19.5,58.5
1202,22-07-2015,22,1,root vegetables,1.8,1.8
3699,23-08-2015,8,3,beef,19.5,58.5
4152,15-04-2015,2,3,whole milk,1.8,5.4
4155,26-01-2015,37,1,herbs,6.5,6.5
4010,29-12-2015,18,1,yogurt,2.2,2.2
4389,20-10-2015,71,2,shopping bags,5.12,10.24
3746,17-08-2015,44,2,newspapers,3.2,6.4
2560,17-05-2015,4,2,other vegetables,0.8,1.6
1503,25-07-2015,57,1,meat,8.5,8.5
2555,23-12-2015,18,3,yogurt,2.2,6.6000000000000005
3645,12-12-2015,7,3,citrus fruit,1.5,4.5
3886,11-09-2015,7,2,citrus fruit,1.5,3.0
2932,20-03-2015,39,2,detergent,5.5,11.0
1711,18-06-2015,21,1,hamburger meat,12.3,12.3
4291,08-12-2015,38,3,soda,0.8,2.4000000000000004
1143,25-04-2015,2,2,whole milk,1.8,3.6
4564,08-07-2015,2,1,whole milk,1.8,1.8
3337,14-05-2015,7,2,citrus fruit,1.5,3.0
4931,04-05-2015,11,1,butter,3.2,3.2
2623,10-10-2015,5,3,rolls/buns,1.2,3.5999999999999996
4581,03-04-2015,38,1,soda,0.8,0.8
2635,11-06-2015,1,2,tropical fruit,7.803532318,15.607064636
1095,30-10-2015,23,2,pork,7.2,14.4
2990,23-05-2015,5,3,rolls/buns,1.2,3.5999999999999996
2426,05-06-2015,60,3,cream cheese ,6.3,18.9
4555,07-11-2015,18,2,yogurt,2.2,4.4
3635,04-09-2015,18,2,yogurt,2.2,4.4
3058,18-05-2015,11,2,butter,3.2,6.4
4391,26-03-2015,38,3,soda,0.8,2.4000000000000004
1306,23-06-2015,5,2,rolls/buns,1.2,2.4
1024,10-08-2015,1,3,tropical fruit,7.803532318,23.410596954
1295,23-07-2015,41,2,processed cheese,6.4,12.8
1661,01-06-2015,76,1,sliced cheese,4.2,4.2
4591,15-05-2015,5,1,rolls/buns,1.2,1.2
3169,14-06-2015,64,2,UHT-milk,2.1,4.2
3915,21-05-2015,4,1,other vegetables,0.8,0.8
1127,14-01-2015,71,3,shopping bags,5.12,15.36
4828,08-08-2015,51,1,dessert,1.15,1.15
3683,10-06-2015,22,1,root vegetables,1.8,1.8
1971,18-09-2015,17,3,bottled water,0.5,1.5
3014,11-11-2015,17,1,bottled water,0.5,0.5
3779,15-09-2015,1,1,tropical fruit,7.803532318,7.803532318
2489,04-05-2015,5,2,rolls/buns,1.2,2.4
3564,27-06-2015,66,3,onions,1.3,3.9000000000000004
4092,30-09-2015,1,3,tropical fruit,7.803532318,23.410596954
3221,13-01-2015,21,2,hamburger meat,12.3,24.6
1279,06-09-2015,19,2,sausage,3.1,6.2
2581,22-08-2015,7,1,citrus fruit,1.5,1.5
2295,25-02-2015,24,1,pastry,3.1,3.1
4760,22-02-2015,2,1,whole milk,1.8,1.8
3649,16-01-2015,50,2,bottled beer,1.8,3.6
1075,19-11-2015,17,3,bottled water,0.5,1.5
3987,19-08-2015,22,1,root vegetables,1.8,1.8
4106,25-08-2015,4,2,other vegetables,0.8,1.6
4338,24-06-2015,4,3,other vegetables,0.8,2.4000000000000004
4166,06-11-2015,5,2,rolls/buns,1.2,2.4
1211,10-03-2015,15,1,specialty bar,5.2,5.2
3954,21-01-2015,95,2,frozen fish,5.8,11.6
3928,18-07-2015,29,2,ham,15.2,30.4
3827,30-09-2015,70,2,margarine,3.5,7.0
4699,08-02-2015,5,2,rolls/buns,1.2,2.4
4747,08-06-2015,1,3,tropical fruit,7.803532318,23.410596954
3028,09-06-2015,8,1,beef,19.5,19.5
2851,16-03-2015,45,3,curd,9.8,29.400000000000002
4417,25-02-2015,91,2,frozen dessert,2.8,5.6
3822,07-03-2015,114,2,napkins,21.8,43.6
2288,31-05-2015,71,1,shopping bags,5.12,5.12
2184,30-06-2015,70,1,margarine,3.5,3.5
4554,27-08-2015,22,3,root vegetables,1.8,5.4
3361,05-03-2015,24,3,pastry,3.1,9.3
2999,17-04-2015,25,1,canned beer,1.1,1.1
2614,25-06-2015,5,3,rolls/buns,1.2,3.5999999999999996
4064,05-06-2015,21,2,hamburger meat,12.3,24.6
3567,04-10-2015,18,2,yogurt,2.2,4.4
2587,07-05-2015,1,1,tropical fruit,7.803532318,7.803532318
3783,17-06-2015,60,3,cream cheese ,6.3,18.9
1923,14-02-2015,2,2,whole milk,1.8,3.6
4835,19-02-2015,75,1,frozen vegetables,2.5,2.5
1514,24-08-2015,46,3,pasta,3.1,9.3
3154,22-06-2015,3,2,pip fruit,3.0,6.0
1313,25-12-2015,74,3,whipped/sour cream,5.5,16.5
2794,18-07-2015,2,3,whole milk,1.8,5.4
2359,09-04-2015,14,3,chocolate,11.5,34.5
2238,09-03-2015,28,1,misc. beverages,1.2,1.2
3795,17-01-2015,18,2,yogurt,2.2,4.4
3724,26-11-2015,19,1,sausage,3.1,3.1
1152,05-03-2015,5,2,rolls/buns,1.2,2.4
4559,16-03-2015,59,2,hard cheese,4.5,9.0
3922,27-02-2015,14,1,chocolate,11.5,11.5
1709,22-04-2015,22,1,root vegetables,1.8,1.8
2219,17-04-2015,49,2,beverages,1.1,2.2
2206,17-10-2015,5,2,rolls/buns,1.2,2.4
1752,06-04-2015,60,2,cream cheese ,6.3,12.6
3942,10-11-2015,5,3,rolls/buns,1.2,3.5999999999999996
3296,17-08-2015,108,2,zwieback,12.3,24.6
2257,05-02-2015,2,1,whole milk,1.8,1.8
4313,28-07-2015,71,1,shopping bags,5.12,5.12
2001,21-08-2015,134,1,cereals,4.5,4.5
2449,08-07-2015,14,2,chocolate,11.5,23.0
4914,12-04-2015,8,2,beef,19.5,39.0
2764,24-07-2015,45,3,curd,9.8,29.400000000000002
4187,09-05-2015,23,3,pork,7.2,21.6
1392,20-04-2015,60,1,cream cheese ,6.3,6.3
3427,28-04-2015,4,3,other vegetables,0.8,2.4000000000000004
1411,20-02-2015,53,3,specialty chocolate,18.8,56.400000000000006
3390,14-11-2015,26,1,berries,10.8,10.8
4787,01-08-2015,75,2,frozen vegetables,2.5,5.0
3310,17-01-2015,18,3,yogurt,2.2,6.6000000000000005
1782,10-10-2015,5,2,rolls/buns,1.2,2.4
3375,26-04-2015,52,1,dog food,12.6,12.6
2760,07-01-2015,42,1,fish,10.2,10.2
4249,13-09-2015,26,3,berries,10.8,32.400000000000006
2904,06-06-2015,1,1,tropical fruit,7.803532318,7.803532318
4090,26-02-2015,60,1,cream cheese ,6.3,6.3
3060,05-07-2015,2,1,whole milk,1.8,1.8
3768,07-10-2015,1,3,tropical fruit,7.803532318,23.410596954
1232,21-01-2015,50,3,bottled beer,1.8,5.4
1360,23-10-2015,1,3,tropical fruit,7.803532318,23.410596954
1107,01-10-2015,28,1,misc. beverages,1.2,1.2
2865,04-11-2015,38,2,soda,0.8,1.6
2958,14-06-2015,21,1,hamburger meat,12.3,12.3
2448,12-07-2015,5,3,rolls/buns,1.2,3.5999999999999996
1222,24-09-2015,66,2,onions,1.3,2.6
2943,20-06-2015,151,2,cocoa drinks,2.1,4.2
2270,11-08-2015,96,3,hygiene articles,7.5,22.5
